"sample","keggid","gene","pathway","tpm","num_reads"
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",141.954894,56
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",141.954894,56
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",141.954894,56
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",213.664687,71
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",318.069868,36
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",143.518298,37
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",256.531702,73
"D_tamminensis_BEC324","K00374","narGHI","dissimilatory nitrate reduction",95.365073,37
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",548.506889,49
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",90.865037,16
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",90.865037,16
"D_tamminensis_BEC324","K15023","acsABCDE","reductive acetogenesis",95.369901,13
"D_tamminensis_BEC324","K14138","acsABCDE","reductive acetogenesis",203.944169,66
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",255.606435,5
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",255.606435,5
"D_tamminensis_BEC324","K00925","ack","reductive acetogenesis",214.982902,59
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",233.277962,145
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",233.277962,145
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",380.873503,28
"D_tamminensis_BEC324","K00194","acsABCDE","reductive acetogenesis",380.873503,28
"D_tamminensis_BEC324","K00197","acsABCDE","reductive acetogenesis",380.873503,28
"D_tamminensis_BEC324","K00197","acsABCDE","reductive acetogenesis",380.873503,28
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",186.908854,8
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",240.000029,23
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",218.094748,25
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",237.701011,63
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",237.701011,63
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",195.548238,6
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",195.548238,6
"D_tamminensis_BEC324","K00925","ack","reductive acetogenesis",133.906514,26
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",186.044631,52
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",107.902231,19
"D_tamminensis_BEC324","K00611","argFGH","arginine synthesis",513.418867,27
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",1285.890847,12
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",165.483749,66
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",92.310726,25
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",236.622295,7
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",236.622295,7
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",149.956035,61
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",120.246593,25
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",120.246593,25
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",584.062208,102
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",275.897846,41
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",275.897846,41
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",1419.879545,36
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",216.38797,32
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",216.38797,32
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",114.129315,13
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",366.943442,7
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",126.052023,17
"D_tamminensis_BEC324","K00926","arcC","arginine synthesis",137.971071,22
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",161.501178,24
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",935.757389,89
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",935.757389,89
"D_tamminensis_BEC324","K00926","arcC","arginine synthesis",357.671447,23
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",357.671447,23
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",252.570677,60
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",226.610727,11
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",1308.328926,38
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",281.106313,5
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",196.313313,34
"D_tamminensis_BEC324","K00925","ack","reductive acetogenesis",175.474707,46
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",117.249683,17
"D_tamminensis_BEC324","K00611","argFGH","arginine synthesis",264.684915,78
"D_tamminensis_BEC324","K00926","arcC","arginine synthesis",264.684915,78
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",280.144532,86
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",280.144532,86
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",280.144532,86
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",204.733852,8
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",150.513896,24
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",137.389665,23
"D_tamminensis_BEC324","K00297","metF","reductive acetogenesis",138.877176,35
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",409.706865,31
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",255.240255,85
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",255.240255,85
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",194.423449,40
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",194.423449,40
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",148.822082,5
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",162.658028,15
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",429.130008,20
"D_tamminensis_BEC324","K00370","narGHI","dissimilatory nitrate reduction",538.941399,11
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",181.801457,19
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",203.414962,17
"D_tamminensis_BEC324","K11180","dsrAB","sulfate reduction",720.436039,5
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",196.46909,39
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",196.46909,39
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",200.13376,15
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",200.13376,15
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",322.379106,6
"D_tamminensis_BEC324","K00362","nirBD","dissimilatory nitrate reduction",136.451613,56
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",359.002968,37
"D_tamminensis_BEC324","K00370","narGHI","dissimilatory nitrate reduction",60.54036,22
"D_tamminensis_BEC324","K11181","dsrAB","sulfate reduction",106.549905,23
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",132.529112,15
"D_tamminensis_BEC324","K00265","gltBD","glutamate synthesis",349.896549,13
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",146.705805,13
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",115.43673,24
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",482.157086,72
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",83.598449,12
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",83.598449,12
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",173.465347,17
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",1696.435023,62
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",134.911512,26
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",677.216904,466
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",170.947577,28
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",105.852837,4
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",265.319629,44.416
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",165.372078,29
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",203.758441,21
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",203.758441,21
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",307.100779,12
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",2018.398337,262
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",130.42495,44
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",1368.092761,50
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",1930.649589,192
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",101.26471,20.321
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",389.230738,5
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",75.693115,13
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",257.905573,112
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1457.640596,37
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1913.029541,15
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1551.587943,38
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1327.043548,25
"D_tamminensis_BEC325","K00611","argFGH","arginine synthesis",2381.624924,9
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",2000.381008,24
"D_tamminensis_BEC325","K00394","aprAB","sulfate reduction",1593.686821,64
"D_tamminensis_BEC325","K00266","gltBD","glutamate synthesis",1208.232805,49
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1427.679281,94
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1244.012013,28
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1288.713175,23
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",2458.389634,39
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1232.089879,81
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1416.515748,25
"D_tamminensis_BEC325","K11963","urtABCDE","urea transport",2277.369902,28
"D_tamminensis_BEC325","K00266","gltBD","glutamate synthesis",1440.807109,24
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1241.231096,56
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1241.231096,56
"D_tamminensis_BEC325","K15023","acsABCDE","reductive acetogenesis",1937.346431,34
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1779.777127,39
"D_tamminensis_BEC325","K11963","urtABCDE","urea transport",3146.537573,14
"D_tamminensis_BEC325","K00194","acsABCDE","reductive acetogenesis",1413.46681,37
"D_tamminensis_BEC325","K00395","aprAB","sulfate reduction",1479.13434,66
"D_tamminensis_BEC325","K00395","aprAB","sulfate reduction",1479.13434,66
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",3470.056419,18
"D_tamminensis_BEC325","K11962","urtABCDE","urea transport",1564.546968,74
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",2554.903943,106
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",803.542652,43
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",955.318566,56
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",5746.661057,90
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",675.02915,19
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",0,0
"D_tamminensis_BEC326","K00925","ack","reductive acetogenesis",1308.846162,25
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",552.244899,18
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",2788.305051,22
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",417.619943,37
"D_tamminensis_BEC326","K00611","argFGH","arginine synthesis",2576.343675,20
"D_tamminensis_BEC326","K00611","argFGH","arginine synthesis",2576.343675,20
"D_tamminensis_BEC326","K00926","arcC","arginine synthesis",2576.343675,20
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",2576.343675,20
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",2810.319498,149
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",1409.555734,68
"D_tamminensis_BEC326","K00122","fdhF","reductive acetogenesis",960.973089,50
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",509.57423,13
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",902.792817,84
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",902.792817,84
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",340.82674,22
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",3785.470163,21
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",3785.470163,21
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",3785.470163,21
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1185.282141,40
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",1619.699436,6
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",442.609011,11
"D_tamminensis_BEC326","K00925","ack","reductive acetogenesis",1208.293663,36
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",545.384628,75
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",10954.580284,97
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1907.158974,43
"D_tamminensis_BEC326","K00374","narGHI","dissimilatory nitrate reduction",858.631305,154
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1543.526545,31
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",1543.526545,31
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1866.705292,166
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1210.262413,54
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",1515.524757,10
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1515.524757,10
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",2538.247365,15
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",4383.409693,6
"D_tamminensis_BEC326","K00122","fdhF","reductive acetogenesis",1661.626493,6
"D_tamminensis_BEC326","K00374","narGHI","dissimilatory nitrate reduction",4041.399616,130.395
"D_tamminensis_BEC326","K11960","urtABCDE","urea transport",683.673902,26
"D_tamminensis_BEC326","K00371","narGHI","dissimilatory nitrate reduction",2749.511533,8
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1121.154858,72
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",1121.154858,72
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1947.925835,8
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",1947.925835,8
"D_tamminensis_BEC326","K00370","narGHI","dissimilatory nitrate reduction",1947.925835,8
"D_tamminensis_BEC326","K00362","nirBD","dissimilatory nitrate reduction",1947.925835,8
"D_tamminensis_BEC326","K00265","gltBD","glutamate synthesis",1947.925835,8
"D_tamminensis_BEC326","K00265","gltBD","glutamate synthesis",1947.925835,8
"D_tamminensis_BEC326","K00265","gltBD","glutamate synthesis",1947.925835,8
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1947.925835,8
"D_tamminensis_BEC326","K00197","acsABCDE","reductive acetogenesis",13813.638842,69
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",13813.638842,69
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",13813.638842,69
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",4864.955957,21
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",4864.955957,21
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",1354.925398,214
"D_tamminensis_BEC326","K11960","urtABCDE","urea transport",1354.925398,214
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",683.109571,81
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1504.173147,135
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1504.173147,135
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",2789.82272,51
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",2789.82272,51
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",3084.281239,67
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",3084.281239,67
"D_tamminensis_BEC326","K11960","urtABCDE","urea transport",3084.281239,67
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",416.93951,39
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",1059.388728,123
"D_tamminensis_BEC326","K00374","narGHI","dissimilatory nitrate reduction",1131.215585,76
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1784.59978,20
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",1784.59978,20
"D_tamminensis_BEC326","K00926","arcC","arginine synthesis",469.529459,16
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",3850.666402,1
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",7501.693119,74
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",7501.693119,74
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",2705.160859,21
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",36587.695019,98
"D_tamminensis_BEC326","K11960","urtABCDE","urea transport",36587.695019,98
"D_tamminensis_BEC326","K11960","urtABCDE","urea transport",36587.695019,98
"D_tamminensis_BEC326","K11960","urtABCDE","urea transport",36587.695019,98
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1332.721515,43
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",4914.436806,85
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",4914.436806,85
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",4914.436806,85
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",4914.436806,85
"D_tamminensis_BEC326","K00395","aprAB","sulfate reduction",887.745193,162
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",1222.435803,63
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",10963.415874,12.348
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",2330.511467,56
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",2330.511467,56
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",1832.704501,54
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",876.299237,99
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",876.299237,99
"D_tamminensis_BEC326","K00926","arcC","arginine synthesis",858.745013,27
"D_tamminensis_BEC326","K00266","gltBD","glutamate synthesis",858.745013,27
"D_tamminensis_BEC326","K15023","acsABCDE","reductive acetogenesis",858.745013,27
"D_tamminensis_BEC326","K00611","argFGH","arginine synthesis",858.745013,27
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",858.745013,27
"D_tamminensis_BEC326","K11962","urtABCDE","urea transport",6671.754324,13
"D_tamminensis_BEC326","K00611","argFGH","arginine synthesis",1102.270257,49
"D_tamminensis_BEC326","K00122","fdhF","reductive acetogenesis",1102.270257,49
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",1102.270257,49
"D_tamminensis_BEC326","K11963","urtABCDE","urea transport",3334.154466,22
"D_tamminensis_BEC326","K11180","dsrAB","sulfate reduction",2681.890454,14
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",599.318994,24
"D_tamminensis_BEC327","K00362","nirBD","dissimilatory nitrate reduction",605.526937,6
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",605.526937,6
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",450.719305,12
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",541.780667,39
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",589.574892,79
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",1030.119412,12
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",721.998285,44
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",778.867137,27.485
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",778.867137,27.485
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",609.66486,24
"D_tamminensis_BEC327","K00374","narGHI","dissimilatory nitrate reduction",727.116592,18
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",665.256442,15
"D_tamminensis_BEC327","K15023","acsABCDE","reductive acetogenesis",769.100066,5
"D_tamminensis_BEC327","K14138","acsABCDE","reductive acetogenesis",769.100066,5
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",1599.964667,13
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",789.856064,121
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",723.498651,20
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",464.160134,26
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",837.404013,59
"D_tamminensis_BEC327","K00362","nirBD","dissimilatory nitrate reduction",837.404013,59
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",783.2674,48
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",194.664997,1
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",1690.78895,4
"D_tamminensis_BEC327","K00197","acsABCDE","reductive acetogenesis",814.656436,123
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",383.148571,13
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",2864.802925,25
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",821.21983,52
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",5329.445513,41
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",337.994405,21
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",1076.740093,7
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",417.495534,5
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",2911.573889,11
"D_tamminensis_BEC327","K00926","arcC","arginine synthesis",705.468014,37
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",846.864735,26
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",1047.265894,19
"D_tamminensis_BEC327","K00265","gltBD","glutamate synthesis",947.736613,14
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",2536.183425,6
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",1078.619028,30
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",999.568753,20
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",2566.701045,8
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",908.290406,9
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",2736.024528,84
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",587.776055,50
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",651.261082,45
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",2242.521375,174
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",3850.051567,12
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",3850.051567,12
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",806.587252,36
"D_tamminensis_BEC327","K11961","urtABCDE","urea transport",810.964174,26
"D_tamminensis_BEC327","K00197","acsABCDE","reductive acetogenesis",277.053157,4
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",277.053157,4
"D_tamminensis_BEC327","K00925","ack","reductive acetogenesis",598.879122,13
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",920.888641,35
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",1058.754142,4
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",2205.694399,10
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",1639.007612,15
"D_tamminensis_BEC327","K11960","urtABCDE","urea transport",717.516145,10
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",582.378085,16
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",561.095913,30
"D_tamminensis_BEC327","K00611","argFGH","arginine synthesis",935.905434,3
"D_tamminensis_BEC327","K11963","urtABCDE","urea transport",6002.215537,21
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",749.36018,64
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",2108.824852,78
"D_tamminensis_BEC327","K00266","gltBD","glutamate synthesis",729.259224,38
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",812.095539,19
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",387.024369,13
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",1177.475919,17
"D_tamminensis_BEC327","K00395","aprAB","sulfate reduction",1177.475919,17
"D_tamminensis_BEC327","K11962","urtABCDE","urea transport",714.954249,46
