"sample","keggid","gene","pathway","tpm","num_reads"
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",222.359375,19
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",231.011287,18
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",1880.929758,12
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",158.722004,13
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",233.285861,22
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",211.908546,35
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",211.908546,35
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",564.154584,10
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",390.443171,51
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",390.443171,51
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",255.01812,21
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",1299.296107,21
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1299.296107,21
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1299.296107,21
"Amitermes_sp_BEC323","K00611","argFGH","arginine synthesis",284.777485,29
"Amitermes_sp_BEC323","K00197","acsABCDE","reductive acetogenesis",560.016475,30
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",686.239512,110
"Amitermes_sp_BEC323","K00925","ack","reductive acetogenesis",686.239512,110
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1096.286366,16
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1096.286366,16
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",579.966986,113
"Amitermes_sp_BEC323","K00122","fdhF","reductive acetogenesis",600.656701,75
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",255.867298,46
"Amitermes_sp_BEC323","K11181","dsrAB","sulfate reduction",384.66985,85
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",393.004247,11
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",200.336678,33
"Amitermes_sp_BEC323","K00194","acsABCDE","reductive acetogenesis",618.253249,12
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",523.191508,155
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",523.191508,155
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",254.314993,17
"Amitermes_sp_BEC323","K00611","argFGH","arginine synthesis",659.156433,68
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",659.156433,68
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1063.954745,65
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",1063.954745,65
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",236.84634,28
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1347.355316,102
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",175.570682,3
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",120.332645,13
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",120.332645,13
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",536.286113,33
"Amitermes_sp_BEC323","K15023","acsABCDE","reductive acetogenesis",1797.392976,51
"Amitermes_sp_BEC323","K00297","metF","reductive acetogenesis",1797.392976,51
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1797.392976,51
"Amitermes_sp_BEC334","K00266","gltBD","glutamate synthesis",2228.612918,9
"Amitermes_sp_BEC334","K15023","acsABCDE","reductive acetogenesis",1055.300506,10
"Amitermes_sp_BEC334","K00266","gltBD","glutamate synthesis",3907.713833,3
"Amitermes_sp_BEC334","K11962","urtABCDE","urea transport",1376.4272,9
"Amitermes_sp_BEC334","K11960","urtABCDE","urea transport",2195.158827,15
"Amitermes_sp_BEC334","K11962","urtABCDE","urea transport",2195.158827,15
"D_gayi_BEC328","K11962","urtABCDE","urea transport",8376.666399,12
"D_gayi_BEC328","K11962","urtABCDE","urea transport",8376.666399,12
"D_gayi_BEC328","K11962","urtABCDE","urea transport",5472.145975,17
"D_gayi_BEC328","K11962","urtABCDE","urea transport",936.31522,12
"D_gayi_BEC328","K00266","gltBD","glutamate synthesis",604.664379,13
"D_gayi_BEC328","K11962","urtABCDE","urea transport",1585.980588,7
"D_gayi_BEC328","K00395","aprAB","sulfate reduction",1585.980588,7
"D_gayi_BEC328","K00625","pta","reductive acetogenesis",715.072345,14
"D_gayi_BEC328","K11962","urtABCDE","urea transport",5892.745002,10
"D_gayi_BEC328","K11962","urtABCDE","urea transport",901.071032,47
"D_gayi_BEC328","K11962","urtABCDE","urea transport",3123.85504,6
"D_gayi_BEC328","K11962","urtABCDE","urea transport",863.806017,12
"D_gayi_BEC328","K11963","urtABCDE","urea transport",832.305821,5
"D_gayi_BEC328","K11963","urtABCDE","urea transport",1090.955442,31
"D_gayi_BEC328","K11962","urtABCDE","urea transport",1375.946146,17
"D_gayi_BEC328","K11962","urtABCDE","urea transport",3086.541005,36
"D_gayi_BEC328","K11962","urtABCDE","urea transport",3218.711943,8
"D_gayi_BEC328","K00266","gltBD","glutamate synthesis",2287.823246,52
"D_gayi_BEC328","K00395","aprAB","sulfate reduction",2287.823246,52
"D_gayi_BEC328","K11962","urtABCDE","urea transport",1618.760172,20
"D_gayi_BEC328","K00611","argFGH","arginine synthesis",1133.70069,10
"D_gayi_BEC328","K00374","narGHI","dissimilatory nitrate reduction",5296.951754,7
"D_gayi_BEC328","K00401","mcrABG","methanogenesis",547.740777,2
"D_gayi_BEC328","K00266","gltBD","glutamate synthesis",811.135155,18
"D_gayi_BEC328","K11963","urtABCDE","urea transport",21023.913903,1
"D_gayi_BEC328","K00266","gltBD","glutamate synthesis",0,0
"D_gayi_BEC328","K11963","urtABCDE","urea transport",8927.854289,37
"D_gayi_BEC328","K11962","urtABCDE","urea transport",602.510884,13
"D_gayi_BEC328","K11962","urtABCDE","urea transport",2512.097546,9
"D_gayi_BEC328","K00362","nirBD","dissimilatory nitrate reduction",1355.701543,18
"D_gayi_BEC328","K00122","fdhF","reductive acetogenesis",22392.431009,38
"D_gayi_BEC328","K11962","urtABCDE","urea transport",737.365188,12
"D_gayi_BEC328","K11962","urtABCDE","urea transport",2178.51389,46
"D_gayi_BEC329","K11962","urtABCDE","urea transport",500.027312,22
"D_gayi_BEC329","K11962","urtABCDE","urea transport",587.827904,13
"D_gayi_BEC329","K00371","narGHI","dissimilatory nitrate reduction",335.670873,26
"D_gayi_BEC329","K11962","urtABCDE","urea transport",827.924953,43
"D_gayi_BEC329","K00395","aprAB","sulfate reduction",678.781526,13
"D_gayi_BEC329","K11962","urtABCDE","urea transport",520.140306,22
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",511.180429,38
"D_gayi_BEC329","K11960","urtABCDE","urea transport",447.777831,14
"D_gayi_BEC329","K11960","urtABCDE","urea transport",447.777831,14
"D_gayi_BEC329","K11962","urtABCDE","urea transport",378.167785,22
"D_gayi_BEC329","K11962","urtABCDE","urea transport",488.511664,19
"D_gayi_BEC329","K11962","urtABCDE","urea transport",488.511664,19
"D_gayi_BEC329","K00395","aprAB","sulfate reduction",690.204391,38
"D_gayi_BEC329","K11962","urtABCDE","urea transport",795.493528,125
"D_gayi_BEC329","K11962","urtABCDE","urea transport",795.493528,125
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",447.685447,64
"D_gayi_BEC329","K11962","urtABCDE","urea transport",330.041116,44
"D_gayi_BEC329","K11961","urtABCDE","urea transport",310.114656,30
"D_gayi_BEC329","K00926","arcC","arginine synthesis",566.431464,11
"D_gayi_BEC329","K00394","aprAB","sulfate reduction",437.089383,17
"D_gayi_BEC329","K11963","urtABCDE","urea transport",808.563743,5
"D_gayi_BEC329","K11962","urtABCDE","urea transport",1412.639097,20
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",508.963898,40
"D_gayi_BEC329","K11962","urtABCDE","urea transport",923.555764,2
"D_gayi_BEC329","K00194","acsABCDE","reductive acetogenesis",429.486476,15
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",461.676947,30
"D_gayi_BEC329","K11962","urtABCDE","urea transport",530.079127,37
"D_gayi_BEC329","K11963","urtABCDE","urea transport",1113.670904,15
"D_gayi_BEC329","K11962","urtABCDE","urea transport",419.160812,56
"D_gayi_BEC329","K00122","fdhF","reductive acetogenesis",965.482954,24
"D_gayi_BEC329","K11961","urtABCDE","urea transport",385.081374,20
"D_gayi_BEC329","K11963","urtABCDE","urea transport",888.026508,99
"D_gayi_BEC329","K00297","metF","reductive acetogenesis",672.769353,42
"D_gayi_BEC329","K00925","ack","reductive acetogenesis",363.207147,27
"D_gayi_BEC329","K11962","urtABCDE","urea transport",378.875904,20
"D_gayi_BEC329","K11963","urtABCDE","urea transport",310.202509,14
"D_gayi_BEC329","K00197","acsABCDE","reductive acetogenesis",195.458145,3
"D_gayi_BEC329","K11962","urtABCDE","urea transport",460.389512,26
"D_gayi_BEC329","K00611","argFGH","arginine synthesis",631.365681,101
"D_gayi_BEC329","K11963","urtABCDE","urea transport",239.221619,11
"D_gayi_BEC329","K00374","narGHI","dissimilatory nitrate reduction",921.414321,57
"D_gayi_BEC329","K11960","urtABCDE","urea transport",528.585345,6
"D_gayi_BEC329","K00374","narGHI","dissimilatory nitrate reduction",528.585345,6
"D_gayi_BEC329","K11962","urtABCDE","urea transport",727.429923,4
"D_gayi_BEC329","K00611","argFGH","arginine synthesis",727.429923,4
"D_gayi_BEC329","K11962","urtABCDE","urea transport",727.429923,4
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",272.0424,23
"D_gayi_BEC329","K11962","urtABCDE","urea transport",272.0424,23
"D_gayi_BEC329","K11962","urtABCDE","urea transport",1731.517723,4
"D_gayi_BEC329","K11961","urtABCDE","urea transport",399.068849,42
"D_gayi_BEC329","K11963","urtABCDE","urea transport",591.675584,21
"D_gayi_BEC329","K11960","urtABCDE","urea transport",1162.787977,37
"D_gayi_BEC329","K11961","urtABCDE","urea transport",643.656229,40
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",482.217543,42
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",653.802797,12
"D_gayi_BEC329","K11962","urtABCDE","urea transport",324.491459,7
"D_gayi_BEC329","K11963","urtABCDE","urea transport",440.541122,31
"D_gayi_BEC329","K11962","urtABCDE","urea transport",1144.154895,21
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",306.998621,27
"D_gayi_BEC329","K11963","urtABCDE","urea transport",256.457221,4
"D_gayi_BEC329","K00402","mcrABG","methanogenesis",691.203605,119
"D_gayi_BEC329","K00266","gltBD","glutamate synthesis",640.411867,24
"D_gayi_BEC329","K11962","urtABCDE","urea transport",458.21572,39
"D_gayi_BEC329","K00395","aprAB","sulfate reduction",530.98115,47
"D_gayi_BEC329","K11962","urtABCDE","urea transport",618.963467,59
"D_gayi_BEC329","K00926","arcC","arginine synthesis",607.898473,11
"D_gayi_BEC329","K00297","metF","reductive acetogenesis",937.36251,10
"D_gayi_BEC329","K11962","urtABCDE","urea transport",645.821052,85
"D_gayi_BEC329","K11962","urtABCDE","urea transport",318.358613,15
"D_gayi_BEC329","K11960","urtABCDE","urea transport",415.073885,5
"D_gayi_BEC329","K11960","urtABCDE","urea transport",415.073885,5
"D_gayi_BEC329","K11962","urtABCDE","urea transport",415.073885,5
"D_gayi_BEC329","K11962","urtABCDE","urea transport",663.16197,12
"D_gayi_BEC329","K00925","ack","reductive acetogenesis",441.837024,46
"D_gayi_BEC329","K00395","aprAB","sulfate reduction",844.262999,63
"D_gayi_BEC329","K00926","arcC","arginine synthesis",369.503968,15
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1517.273259,11
"D_gayi_BEC330","K00611","argFGH","arginine synthesis",1809.882934,13
"D_gayi_BEC330","K00926","arcC","arginine synthesis",1809.882934,13
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1228.542606,15
"D_gayi_BEC330","K11962","urtABCDE","urea transport",3040.549388,41
"D_gayi_BEC330","K00197","acsABCDE","reductive acetogenesis",2212.483807,57
"D_gayi_BEC330","K11962","urtABCDE","urea transport",2321.250611,19
"D_gayi_BEC330","K11962","urtABCDE","urea transport",3523.221023,52
"D_gayi_BEC330","K11962","urtABCDE","urea transport",3523.221023,52
"D_gayi_BEC330","K00266","gltBD","glutamate synthesis",1515.171327,43
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1321.412502,25
"D_gayi_BEC330","K00395","aprAB","sulfate reduction",1283.395934,44
"D_gayi_BEC330","K11961","urtABCDE","urea transport",1454.298498,16
"D_gayi_BEC330","K00266","gltBD","glutamate synthesis",2050.036394,15
"D_gayi_BEC330","K11960","urtABCDE","urea transport",2190.637485,15
"D_gayi_BEC330","K11960","urtABCDE","urea transport",2190.637485,15
"D_gayi_BEC330","K00266","gltBD","glutamate synthesis",3100.327104,15
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1656.127327,43
"D_gayi_BEC330","K11963","urtABCDE","urea transport",2696.585987,36
"D_gayi_BEC330","K11962","urtABCDE","urea transport",2817.034674,5
"D_gayi_BEC330","K00362","nirBD","dissimilatory nitrate reduction",2305.520899,11
"D_gayi_BEC330","K00395","aprAB","sulfate reduction",2232.598572,34
"D_gayi_BEC330","K11962","urtABCDE","urea transport",2786.044329,11.752
"D_gayi_BEC330","K00395","aprAB","sulfate reduction",1665.514414,20
"D_gayi_BEC330","K11962","urtABCDE","urea transport",836.139062,23
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1533.07262,54
"D_gayi_BEC330","K00266","gltBD","glutamate synthesis",1447.939139,34
"D_gayi_BEC330","K00611","argFGH","arginine synthesis",1175.347899,22
"D_gayi_BEC330","K00266","gltBD","glutamate synthesis",1182.925435,10
"D_gayi_BEC330","K11961","urtABCDE","urea transport",1103.471461,8
"D_gayi_BEC330","K00265","gltBD","glutamate synthesis",2340.70965,9
"D_gayi_BEC330","K11961","urtABCDE","urea transport",1606.560457,36
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1449.624131,39
"D_gayi_BEC330","K11963","urtABCDE","urea transport",3467.990356,9
"D_gayi_BEC330","K11960","urtABCDE","urea transport",1267.784266,37
"D_gayi_BEC330","K00395","aprAB","sulfate reduction",1057.130001,20
"D_gayi_BEC330","K11962","urtABCDE","urea transport",1836.759909,26
"D_perniger_BEC341","K11962","urtABCDE","urea transport",823.744935,34
"D_perniger_BEC341","K11962","urtABCDE","urea transport",1096.811908,16
"D_perniger_BEC341","K11962","urtABCDE","urea transport",1013.046021,11
"D_perniger_BEC341","K11960","urtABCDE","urea transport",7545.900436,8
"D_perniger_BEC341","K11962","urtABCDE","urea transport",677.308889,12
"D_perniger_BEC341","K11961","urtABCDE","urea transport",677.308889,12
"D_perniger_BEC341","K00395","aprAB","sulfate reduction",1018.723481,37
"D_perniger_BEC341","K00266","gltBD","glutamate synthesis",1201.292772,3
"D_perniger_BEC341","K11963","urtABCDE","urea transport",892.714372,28
"D_perniger_BEC341","K11962","urtABCDE","urea transport",2358.519117,3
"D_perniger_BEC341","K00925","ack","reductive acetogenesis",2461.891362,14
"D_perniger_BEC341","K00197","acsABCDE","reductive acetogenesis",1712.913136,3
"D_perniger_BEC341","K11962","urtABCDE","urea transport",2165.47983,7
"D_perniger_BEC341","K11962","urtABCDE","urea transport",1131.199722,4
